index,N,P,K,temperature,humidity,ph,rainfall,label
2158,87.0,28.0,30.0,25.60153969,68.66257977,6.536676653,168.8383605,coffee
2159,82.0,24.0,26.0,24.31274458,53.57285558,6.089443603,184.4103931,coffee
2160,94.0,26.0,27.0,26.36629861,52.25738495,7.456460375,177.3176161,coffee
2161,87.0,28.0,35.0,26.5602777,57.1621814,6.759211911,152.0616227,coffee
2162,118.0,40.0,35.0,26.35034208,58.50650238,7.460174812,121.5586297,coffee
2163,87.0,38.0,29.0,25.20406808,57.88370456,6.652642579,156.1457255,coffee
2164,92.0,40.0,30.0,23.35723208,55.18792166,6.026287448,171.6976946,coffee
2165,97.0,22.0,26.0,23.60567546,59.68849145,6.074190142,185.1568059,coffee
2166,99.0,40.0,32.0,24.18471151,69.94807345,7.045543056,163.2708732,coffee
2167,89.0,28.0,33.0,26.44414097,53.83876189,6.993236001,175.3723314,coffee
2168,112.0,39.0,29.0,26.12492233,63.37479229,6.726528895,147.8035305,coffee
2169,111.0,28.0,26.0,27.77363343,64.47858698,6.937352845,192.7121236,coffee
2170,114.0,20.0,26.0,25.55656667,62.67087838,7.27905689,193.5866233,coffee
2171,117.0,26.0,30.0,27.92374437,67.96910852,7.079850922,115.2325531,coffee
2172,111.0,29.0,31.0,26.05968403,52.31098539,6.136286518,161.3432535,coffee
2173,119.0,30.0,28.0,26.35770906,64.57578034,6.505203696,163.6269496,coffee
2174,116.0,40.0,33.0,24.91370487,54.15319242,7.042089492,129.5481144,coffee
2175,95.0,37.0,35.0,27.31317116,68.4233391,6.348337519,192.4288139,coffee
2176,86.0,40.0,33.0,26.1387869,52.26311691,7.432322234,136.3027766,coffee
2177,117.0,37.0,32.0,23.1069385,67.06230539,6.787658922,162.5769606,coffee
2178,105.0,18.0,35.0,23.52648086,68.44030686,6.743417121,171.8839938,coffee
2179,109.0,23.0,25.0,25.11711046,68.48030408,7.00733163,194.8773479,coffee
2180,80.0,18.0,31.0,24.02952505,58.84880599,7.303033217,134.6803969,coffee
2181,101.0,31.0,26.0,26.70897548,69.71184111,6.861235184,158.8608887,coffee
2182,103.0,33.0,33.0,26.71717393,50.50148528,7.131435858,126.8073984,coffee
2183,93.0,26.0,27.0,24.59245684,56.46829641,7.288211994,137.7044047,coffee
2184,104.0,35.0,28.0,27.51006055,50.66687215,6.983732393,143.9955548,coffee
2185,116.0,36.0,25.0,27.57847581,58.52534263,6.172090205,156.6810374,coffee
2186,107.0,38.0,29.0,26.65069302,57.56695719,6.35118177,145.105065,coffee
2187,101.0,33.0,33.0,26.97251562,62.0183627,6.908671379,142.8610793,coffee
2188,107.0,31.0,31.0,23.17124551,52.97841162,6.766184468,153.1201644,coffee
2189,99.0,16.0,30.0,23.52652084,65.44340921,6.392791654,186.1728203,coffee
2190,103.0,40.0,30.0,27.30901814,55.196224,6.348316257,141.4831644,coffee
2191,118.0,31.0,34.0,27.54823036,62.88179198,6.123796057,181.4170812,coffee
2192,106.0,21.0,35.0,25.627355,57.04151119,7.428523634,188.5506536,coffee
2193,116.0,38.0,34.0,23.29250318,50.04557009,6.020947179,183.468585,coffee
2194,97.0,35.0,26.0,24.91461008,53.74144743,6.334610249,166.2549307,coffee
2195,107.0,34.0,32.0,26.77463708,66.4132686,6.78006386,177.7745075,coffee
2196,99.0,15.0,27.0,27.41711238,56.63636248,6.086922359,127.92461,coffee
2197,118.0,33.0,30.0,24.13179691,67.22512329,6.362607851,173.3228386,coffee
2198,117.0,32.0,34.0,26.2724184,52.12739421,6.758792552,127.1752928,coffee
2199,104.0,18.0,30.0,23.60301571,60.39647474,6.779832611,140.9370415,coffee
2200,90.0,40.0,50.0,18.0,70.0,6.5,550.0,wheat
2201,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2202,70.0,35.0,45.0,25.0,70.0,6.5,650.0,soybean
2203,100.0,50.0,60.0,22.0,75.0,5.8,700.0,potato
2204,110.0,45.0,65.0,30.0,75.0,6.5,1200.0,sugarcane
2205,65.0,35.0,50.0,28.0,60.0,6.5,650.0,sunflower
2206,85.0,45.0,40.0,30.0,65.0,60.0,700.0,sorghum
2207,70.0,40.0,40.0,30.0,60.0,6.5,650.0,millet
2208,55.0,30.0,45.0,28.0,65.0,6.0,700.0,peanut
2209,65.0,35.0,50.0,20.0,60.0,7.0,450.0,lentil
2210,65.0,35.0,50.0,20.0,60.0,7.0,450.0,chickpea
2211,65.0,35.0,50.0,15.0,60.0,7.0,450.0,pea
2212,95.0,55.0,70.0,25.0,70.0,6.0,700.0,tomato
2213,85.0,40.0,50.0,20.0,70.0,6.0,500.0,carrot
2214,85.0,40.0,50.0,20.0,70.0,6.0,500.0,onion
2215,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2216,95.0,55.0,70.0,15.0,70.0,6.5,750.0,lettuce
2217,95.0,55.0,70.0,20.0,70.0,6.5,750.0,spinach
2218,95.0,55.0,70.0,15.0,70.0,6.5,750.0,broccoli
2219,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2220,95.0,55.0,70.0,28.0,70.0,6.5,550.0,pumpkin
2221,95.0,55.0,70.0,28.0,70.0,6.0,700.0,eggplant
2222,95.0,55.0,70.0,20.0,70.0,6.5,750.0,cauliflower
2223,85.0,40.0,50.0,20.0,70.0,6.0,500.0,garlic
2224,85.0,40.0,50.0,25.0,70.0,6.0,1250.0,ginger
2225,80.0,40.0,60.0,15.0,60.0,6.0,600.0,cherry
2226,70.0,50.0,60.0,15.0,60.0,5.5,600.0,blueberry
2227,75.0,40.0,60.0,15.0,60.0,6.0,600.0,raspberry
2228,75.0,40.0,60.0,15.0,60.0,6.0,600.0,blackberry
2229,90.0,40.0,60.0,25.0,60.0,6.0,700.0,gauva
2230,14.0,128.0,205.0,22.60800988,94.58900601,6.226289556,116.0396587,apple
2231,119.0,72.0,55.0,25.99069521,83.33983116,6.220643671,112.0777152,banana
2232,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2233,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2234,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2235,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2236,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2237,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2238,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2239,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2240,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2241,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2242,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2243,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2244,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2245,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2246,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2247,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2248,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2249,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2250,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2251,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2252,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2253,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2254,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2255,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2256,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2257,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2258,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2259,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2260,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2261,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2262,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2263,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2264,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2265,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2266,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2267,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2268,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2269,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2270,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2271,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2272,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2273,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2274,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2275,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2276,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2277,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2278,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2279,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2280,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2281,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2282,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2283,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2284,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2285,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2286,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2287,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2288,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2289,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2290,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2291,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2292,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2293,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2294,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2295,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2296,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2297,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2298,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2299,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2300,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2301,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2302,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2303,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2304,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2305,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2306,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2307,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2308,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2309,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2310,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2311,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2312,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2313,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2314,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2315,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2316,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2317,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2318,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2319,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2320,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2321,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2322,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2323,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2324,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2325,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2326,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2327,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2328,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2329,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2330,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2331,85.0,40.0,55.0,20.0,60.0,7.0,550.0,barley
2332,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2333,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2334,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2335,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2336,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2337,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2338,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2339,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2340,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2341,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2342,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2343,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2344,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2345,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2346,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2347,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2348,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2349,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2350,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2351,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2352,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2353,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2354,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2355,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2356,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2357,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2358,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2359,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2360,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2361,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2362,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2363,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2364,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2365,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2366,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2367,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2368,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2369,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2370,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2371,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2372,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2373,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2374,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2375,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2376,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2377,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2378,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2379,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2380,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2381,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2382,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2383,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2384,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2385,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2386,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2387,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2388,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2389,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2390,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2391,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2392,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2393,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2394,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2395,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2396,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2397,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2398,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2399,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2400,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2401,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2402,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2403,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2404,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2405,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2406,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2407,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2408,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2409,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2410,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2411,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2412,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2413,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2414,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2415,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2416,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2417,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2418,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2419,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2420,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2421,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2422,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2423,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2424,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2425,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2426,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2427,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2428,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2429,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2430,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2431,85.0,40.0,50.0,15.0,70.0,6.0,500.0,beetroot
2432,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2433,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2434,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2435,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2436,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2437,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2438,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2439,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2440,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2441,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2442,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2443,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2444,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2445,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2446,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2447,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2448,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2449,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2450,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2451,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2452,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2453,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2454,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2455,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2456,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2457,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2458,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2459,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2460,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2461,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2462,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2463,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2464,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2465,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2466,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2467,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2468,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2469,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2470,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2471,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2472,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2473,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2474,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2475,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2476,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2477,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2478,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2479,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2480,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2481,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2482,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2483,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2484,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2485,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2486,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2487,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2488,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2489,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2490,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2491,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2492,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2493,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2494,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2495,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2496,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2497,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2498,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2499,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2500,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2501,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2502,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2503,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2504,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2505,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2506,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2507,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2508,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2509,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2510,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2511,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2512,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2513,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2514,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2515,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2516,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2517,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2518,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2519,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2520,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2521,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2522,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2523,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2524,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2525,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2526,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2527,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2528,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2529,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2530,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2531,95.0,55.0,70.0,25.0,70.0,6.0,700.0,bellpepper
2532,75.0,40.0,60.0,15.0,60.0,6.0,600.0,blackberry
2533,75.0,40.0,60.0,15.0,60.0,6.0,600.0,blackberry
2534,75.0,40.0,60.0,15.0,60.0,6.0,600.0,blackberry
2535,75.0,40.0,60.0,15.0,60.0,6.0,600.0,blackberry
2536,75.0,40.0,60.0,15.0,60.0,6.0,600.0,blackberry
2537,75.0,40.0,60.0,15.0,60.0,6.0,600.0,blackberry
2538,75.0,40.0,60.0,15.0,60.0,6.0,600.0,blackberry
2539,75.0,40.0,60.0,15.0,60.0,6.0,600.0,blackberry
2540,75.0,40.0,60.0,15.0,60.0,6.0,600.0,blackberry
